NAME,MAKE,MODEL,YEAR,TYPE,COLOR,INTCOLOR,MILES,PRICE,SOURCE
Certified 2021 Jeep Renegade Latitude,Jeep,Renegade,2021,4-Cylinder,Blue,Black,7960,21328,AUTOTRADER
Used 2020 Chevrolet Silverado 1500 RST,Chevrolet,Silverado 1500,2020,8-Cylinder,White,Black,23037,35950,AUTOTRADER
Used 2022 Honda CR-V EX,Honda,CR-V,2022,4-Cylinder Turbo,Black,Black,26772,26521,AUTOTRADER
Used 2023 Chevrolet Silverado 1500 LTZ,Chevrolet,Silverado 1500,2023,6-Cylinder Turbo,White,Black,10561,51131,AUTOTRADER
Used 2020 Mitsubishi Eclipse Cross ES,Mitsubishi,Eclipse Cross,2020,4-Cylinder Turbo,,,58322,15990,AUTOTRADER
Used 2018 Hyundai Elantra GT,Hyundai,Elantra,2018,4-Cylinder,Red,Black,19465,16990,AUTOTRADER
Used 2017 Jeep Renegade Trailhawk,Jeep,Renegade,2017,4-Cylinder,Tan,Black,50302,17610,AUTOTRADER
Used 2022 Mitsubishi Outlander SE,Mitsubishi,Outlander,2022,4-Cylinder,Silver,,14870,27215,AUTOTRADER
Used 2010 Jeep Wrangler Sport,Jeep,Wrangler,2010,6-Cylinder,Green,Green,139250,8500,AUTOTRADER
Used 2016 Honda CR-V EX,Honda,CR-V,2016,4-Cylinder,Red,Black,86425,16893,AUTOTRADER
Used 2013 Lexus GS 350 AWD,Lexus,GS 350,2013,6-Cylinder,White,,66550,20331,AUTOTRADER
Certified 2020 Chevrolet Equinox LT,Chevrolet,Equinox,2020,4-Cylinder Turbo,White,Black,29621,22449,AUTOTRADER
Used 2019 Ford F150 Raptor,Ford,F150,2019,6-Cylinder Turbo,Silver,Black,22501,47500,AUTOTRADER
Used 2021 Mercedes-Benz CLA 250 4MATIC,Mercedes-Benz,CLA 250,2021,4-Cylinder Turbo,Red,Unavail,29216,29878,AUTOTRADER
Used 2020 RAM 1500 Big Horn,RAM,1500,2020,8-Cylinder,Gray,Black,17801,36986,AUTOTRADER
Certified 2022 Jeep Wagoneer Series I,Jeep,Wagoneer,2022,8-Cylinder,Black,Black,11918,51510,AUTOTRADER
Used 2014 Acura RDX AWD,Acura,RDX,2014,6-Cylinder,Gray,Black,52871,17978,AUTOTRADER
Used 2019 Toyota Camry SE,Toyota,Camry,2019,4-Cylinder,Silver,Black,49505,20377,AUTOTRADER
Used 2018 Cadillac CT6 Luxury,Cadillac,CT6,2018,6-Cylinder,Silver,Black,42144,31928,AUTOTRADER
Used 2015 Chevrolet Colorado Z71,Chevrolet,Colorado,2015,6-Cylinder,Black,Black,79545,22976,AUTOTRADER
Used 2015 Mercedes-Benz CLS 400,Mercedes-Benz,CLS 400,2015,6-Cylinder Turbo,Black,Black,35123,25987,AUTOTRADER
Certified 2019 Lexus ES 350,Lexus,ES 350,2019,6-Cylinder,Red,Black,44960,29962,AUTOTRADER
Used 2019 Porsche Cayenne,Porsche,Cayenne,2019,6-Cylinder Turbo,Blue,Brown,44342,39983,AUTOTRADER
Certified 2022 Lexus RX 350 F Sport,Lexus,RX 350,2022,6-Cylinder,White,Unavail,17596,47934,AUTOTRADER
Used 2021 Toyota Sequoia TRD Pro,Toyota,Sequoia,2021,8-Cylinder,Black,Black,40267,52981,AUTOTRADER
Certified 2023 Lexus GX 460 Premium,Lexus,GX 460,2023,8-Cylinder,Gray,Black,7975,57953,AUTOTRADER
-,kawasaki ninja 300,"New York City, NY",951603,-,-,-,-,-
Used 2019 Honda CR-V EX-L,Honda,CR-V,2019,4-Cylinder Turbo,Black,Black,19750,24400,AUTOTRADER
Used 2020 Nissan Rogue Sport SL,Nissan,Rogue Sport,2020,4-Cylinder,Black,Black,22932,19999,AUTOTRADER
Used 2019 Honda Insight Touring,Honda,Insight,2019,Hybrid,Gray,Black,31269,19995,AUTOTRADER
Used 2010 Subaru Impreza WRX Sedan,Subaru,Impreza WRX,2010,4-Cylinder Turbo,Charcoal,Black,126000,8250,AUTOTRADER
Used 2021 GMC Terrain SLT,GMC,Terrain,2021,4-Cylinder Turbo,White,Black,21900,24157,AUTOTRADER
Used 2020 Jeep Grand Cherokee Limited,Jeep,Grand Cherokee,2020,6-Cylinder,Blue,Black,35441,27444,AUTOTRADER
New 2024 Toyota RAV4 LE,Toyota,RAV4,2024,4-Cylinder,Red,Black,0,32839,AUTOTRADER
Used 2021 MAZDA MAZDA6 Grand Touring,MAZDA,MAZDA6,2021,4-Cylinder Turbo,Black,Black,23797,22995,AUTOTRADER
Used 2014 Ford Fusion SE,Ford,Fusion,2014,4-Cylinder,Blue,Beige,81500,7500,AUTOTRADER
Used 2013 BMW 335is Coupe,BMW,335is,2013,6-Cylinder Turbo,Gray,Beige,45491,21500,AUTOTRADER
Certified 2021 MAZDA CX-5 Grand Touring,MAZDA,CX-5,2021,4-Cylinder,Blue,Black,10516,25799,AUTOTRADER
Used 2021 Porsche Macan,Porsche,Macan,2021,4-Cylinder Turbo,Black,Black,27878,41800,AUTOTRADER
Used 2021 Hyundai Tucson Limited,Hyundai,Tucson,2021,4-Cylinder,Offwhite,Beige,28291,24995,AUTOTRADER
Used 2016 Honda Accord Sport,Honda,Accord,2016,4-Cylinder,Red,Black,33957,17995,AUTOTRADER
Certified 2022 Honda Accord Sport,Honda,Accord,2022,4-Cylinder Turbo,Offwhite,Black,13557,26588,AUTOTRADER
Used 2019 Volkswagen Golf R 4-Door,Volkswagen,Golf R,2019,4-Cylinder Turbo,Black,Black,15000,32000,AUTOTRADER
Used 2016 Ford Transit 350 XLT,Ford,Transit 350,2016,6-Cylinder,Silver,Gray,10000,35600,AUTOTRADER
Used 2020 GMC Terrain SLE,GMC,Terrain,2020,4-Cylinder Turbo,White,Black,23295,20998,AUTOTRADER
Used 2021 Nissan Rogue SV,Nissan,Rogue,2021,4-Cylinder,Black,Black,27433,21997,AUTOTRADER
Used 2021 Nissan Rogue SV,Nissan,Rogue,2021,4-Cylinder,Silver,Black,14291,22304,AUTOTRADER
Used 2019 Honda Civic LX,Honda,Civic,2019,4-Cylinder,Blue,Gray,34256,16400,AUTOTRADER
Used 2013 Mercedes-Benz GLK 350 4MATIC,Mercedes-Benz,GLK 350,2013,6-Cylinder,Silver,Black,71085,12300,AUTOTRADER
Used 2021 Subaru Impreza 2.0i Premium,Subaru,Impreza,2021,4-Cylinder,Black,Black,21853,19595,AUTOTRADER
Used 2021 Toyota RAV4 XLE,Toyota,RAV4,2021,4-Cylinder,Silver,Black,22572,26867,AUTOTRADER
Used 2014 Jeep Wrangler Altitude,Jeep,Wrangler,2014,6-Cylinder,Black,Black,26639,23995,AUTOTRADER
Used 2016 BMW 528i xDrive Sedan,BMW,528i xDrive,2016,4-Cylinder Turbo,Black,,64418,14780,AUTOTRADER
Used 2022 Alfa Romeo Stelvio Veloce,Alfa Romeo,Stelvio,2022,4-Cylinder Turbo,Black,Black,17467,32998,AUTOTRADER
Used 2020 Hyundai Sonata SEL,Hyundai,Sonata,2020,Hybrid,Gray,Black,21718,21995,AUTOTRADER
Certified 2021 Jeep Compass Latitude,Jeep,Compass,2021,4-Cylinder,White,Black,19173,19998,AUTOTRADER
Certified 2021 Jeep Cherokee Limited,Jeep,Cherokee,2021,6-Cylinder,Silver,Black,21020,21888,AUTOTRADER
Certified 2020 Jeep Cherokee Limited,Jeep,Cherokee,2020,6-Cylinder,Silver,Black,33746,22089,AUTOTRADER
Certified 2021 Jeep Cherokee Limited,Jeep,Cherokee,2021,6-Cylinder,Gray,Gray,24789,23489,AUTOTRADER
Used 2021 Honda CR-V EX,Honda,CR-V,2021,4-Cylinder Turbo,Red,Gray,13004,25289,AUTOTRADER
Certified 2021 Dodge Durango Citadel,Dodge,Durango,2021,6-Cylinder,Gray,Unavail,23900,36998,AUTOTRADER
Used 2018 BMW 330i Gran Turismo xDrive,BMW,330i Gran Turismo xDrive,2018,4-Cylinder Turbo,Silver,Black,57146,16995,AUTOTRADER
Used 2013 BMW 328i xDrive Sedan,BMW,328i xDrive,2013,4-Cylinder Turbo,Black,Gray,144000,5500,AUTOTRADER
Certified 2023 Porsche Macan,Porsche,Macan,2023,4-Cylinder Turbo,White,Unavail,3881,57996,AUTOTRADER
Used 2016 MINI Cooper 2-Door Hardtop,MINI,Cooper,2016,3-Cylinder Turbo,White,Black,111000,6999,AUTOTRADER
Certified 2021 MAZDA CX-30 AWD 2.5 S,MAZDA,CX-30,2021,4-Cylinder,White,Black,15073,21288,AUTOTRADER
Certified 2021 MAZDA CX-5 Grand Touring,MAZDA,CX-5,2021,4-Cylinder,Blue,Black,8097,25998,AUTOTRADER
Used 2021 Jeep Renegade Latitude,Jeep,Renegade,2021,4-Cylinder,Blue,Black,18413,18991,AUTOTRADER
-,kawasaki ninja 300,"Newark, NJ",1664694,-,-,-,-,-
Used 2019 Honda Insight Touring,Honda,Insight,2019,Hybrid,Gray,Black,31269,19995,AUTOTRADER
Used 2019 Honda CR-V EX-L,Honda,CR-V,2019,4-Cylinder Turbo,Black,Black,19750,24400,AUTOTRADER
Used 2021 Subaru Impreza 2.0i Premium,Subaru,Impreza,2021,4-Cylinder,Black,Black,21853,19595,AUTOTRADER
Used 2021 Toyota RAV4 XLE,Toyota,RAV4,2021,4-Cylinder,Silver,Black,22572,26867,AUTOTRADER
Used 2010 Subaru Impreza WRX Sedan,Subaru,Impreza WRX,2010,4-Cylinder Turbo,Charcoal,Black,126000,8250,AUTOTRADER
Used 2018 Subaru WRX,Subaru,WRX,2018,4-Cylinder Turbo,White,Black,41948,21199,AUTOTRADER
Used 2020 Nissan Rogue Sport SL,Nissan,Rogue Sport,2020,4-Cylinder,Black,Black,22932,19999,AUTOTRADER
Used 2021 MAZDA MAZDA6 Grand Touring,MAZDA,MAZDA6,2021,4-Cylinder Turbo,Black,Black,23797,22995,AUTOTRADER
New 2024 Cadillac Lyriq Tech,Cadillac,Lyriq,2024,Electric,Black,Unavail,6,62925,AUTOTRADER
Used 2021 Porsche Macan,Porsche,Macan,2021,4-Cylinder Turbo,Black,Black,27878,41800,AUTOTRADER
Used 2021 Honda HR-V EX,Honda,HR-V,2021,4-Cylinder,Silver,Black,25692,22500,AUTOTRADER
Used 2021 Jeep Renegade Latitude,Jeep,Renegade,2021,4-Cylinder,Blue,Black,18413,18991,AUTOTRADER
Used 2020 Honda Accord Sport,Honda,Accord,2020,4-Cylinder Turbo,Offwhite,Black,39320,21991,AUTOTRADER
Used 2021 Jeep Grand Cherokee Limited,Jeep,Grand Cherokee,2021,6-Cylinder,White,Black,24516,28991,AUTOTRADER
Used 2020 Dodge Durango GT,Dodge,Durango,2020,6-Cylinder,Gray,Black,22154,30991,AUTOTRADER
Used 2021 RAM 1500 Big Horn,RAM,1500,2021,8-Cylinder,Black,Black,25735,35991,AUTOTRADER
Used 2022 Jeep Wagoneer Series III,Jeep,Wagoneer,2022,8-Cylinder,White,Black,14011,57991,AUTOTRADER
Used 2023 Porsche Macan,Porsche,Macan,2023,4-Cylinder Turbo,Black,Unavail,8915,54295,AUTOTRADER
Used 2023 Porsche Macan,Porsche,Macan,2023,4-Cylinder Turbo,Blue,Black,4097,54295,AUTOTRADER
Used 2023 Porsche Macan,Porsche,Macan,2023,4-Cylinder Turbo,Gray,Unavail,5327,54595,AUTOTRADER
Used 2023 Porsche Macan,Porsche,Macan,2023,4-Cylinder Turbo,White,Black,7242,54595,AUTOTRADER
Used 2017 BMW 330i xDrive Sedan,BMW,330i xDrive,2017,4-Cylinder Turbo,Gray,Black,38253,18968,AUTOTRADER
Certified 2023 Toyota Camry SE,Toyota,Camry,2023,4-Cylinder,Unavail,Black,8056,27271,AUTOTRADER
Used 2021 Toyota Camry XLE,Toyota,Camry,2021,Hybrid,Silver,Black,25434,28326,AUTOTRADER
Used 2021 Toyota Highlander L,Toyota,Highlander,2021,6-Cylinder,Black,Gray,31939,28813,AUTOTRADER
Used 2021 Honda Civic LX,Honda,Civic,2021,4-Cylinder,Offwhite,Offwhite,17597,19652,AUTOTRADER
Certified 2021 Honda Civic LX,Honda,Civic,2021,4-Cylinder,Offwhite,Black,28506,20188,AUTOTRADER
Used 2021 Honda Civic Sport,Honda,Civic,2021,4-Cylinder,Gray,Black,12553,21552,AUTOTRADER
Used 2021 Honda Civic EX,Honda,Civic,2021,4-Cylinder Turbo,Black,Black,22363,21865,AUTOTRADER
Certified 2020 Honda Accord Sport,Honda,Accord,2020,4-Cylinder Turbo,Offwhite,Black,37342,22488,AUTOTRADER
Used 2021 Honda Civic Sport,Honda,Civic,2021,4-Cylinder Turbo,Silver,Black,29217,22588,AUTOTRADER
Used 2020 Honda Accord Sport,Honda,Accord,2020,4-Cylinder Turbo,Black,Black,12545,23588,AUTOTRADER
Certified 2019 Honda CR-V EX-L,Honda,CR-V,2019,4-Cylinder Turbo,Gray,Gray,35250,24965,AUTOTRADER
Used 2021 Honda CR-V EX,Honda,CR-V,2021,4-Cylinder Turbo,Gray,Black,25443,25358,AUTOTRADER
Used 2021 Honda CR-V EX,Honda,CR-V,2021,4-Cylinder Turbo,Red,Black,28803,25488,AUTOTRADER
Certified 2020 Honda CR-V EX,Honda,CR-V,2020,4-Cylinder Turbo,Silver,Black,23666,25565,AUTOTRADER
Used 2021 Honda CR-V EX,Honda,CR-V,2021,4-Cylinder Turbo,Silver,Black,21072,25852,AUTOTRADER
Used 2020 Honda CR-V EX-L,Honda,CR-V,2020,4-Cylinder Turbo,Gray,Black,25415,26488,AUTOTRADER
Used 2021 Honda Accord EX,Honda,Accord,2021,Hybrid,Gray,Gray,14677,26498,AUTOTRADER
Used 2021 Honda CR-V EX,Honda,CR-V,2021,4-Cylinder Turbo,Black,Black,21599,26588,AUTOTRADER
Used 2021 Honda CR-V EX,Honda,CR-V,2021,4-Cylinder Turbo,Black,Black,11998,26865,AUTOTRADER
Certified 2021 Honda CR-V EX-L,Honda,CR-V,2021,4-Cylinder Turbo,Silver,Gray,22317,27688,AUTOTRADER
Used 2019 Lexus ES 350,Lexus,ES 350,2019,6-Cylinder,Gray,Black,19482,29588,AUTOTRADER
Used 2021 Honda Pilot EX-L,Honda,Pilot,2021,6-Cylinder,Silver,Black,22690,31522,AUTOTRADER
Used 2021 Honda Odyssey EX-L,Honda,Odyssey,2021,6-Cylinder,Offwhite,Beige,23882,32388,AUTOTRADER
Used 2020 Acura MDX SH-AWD,Acura,MDX,2020,6-Cylinder,Silver,Gray,26474,27995,AUTOTRADER
Used 2014 Ford Fusion SE,Ford,Fusion,2014,4-Cylinder,Blue,Beige,81500,7500,AUTOTRADER
Used 2021 Hyundai Tucson Limited,Hyundai,Tucson,2021,4-Cylinder,Offwhite,Beige,28291,24995,AUTOTRADER
Used 2019 Volkswagen Golf R 4-Door,Volkswagen,Golf R,2019,4-Cylinder Turbo,Black,Black,15000,32000,AUTOTRADER
Used 2020 Jeep Grand Cherokee Limited,Jeep,Grand Cherokee,2020,6-Cylinder,Blue,Black,35441,27444,AUTOTRADER
Used 2014 Jeep Wrangler Altitude,Jeep,Wrangler,2014,6-Cylinder,Black,Black,26639,23995,AUTOTRADER
Used 2015 Toyota Sienna LE,Toyota,Sienna,2015,6-Cylinder,Red,Gray,88465,17159,AUTOTRADER
Used 2021 Toyota Corolla LE,Toyota,Corolla,2021,4-Cylinder,Black,Black,33863,17815,AUTOTRADER
Used 2016 Toyota Prius Two,Toyota,Prius,2016,Hybrid,Green,Gray,54010,17964,AUTOTRADER
Used 2022 Toyota Corolla LE,Toyota,Corolla,2022,4-Cylinder,Silver,Black,20243,20507,AUTOTRADER
Used 2021 Toyota Camry LE,Toyota,Camry,2021,4-Cylinder,Red,Black,2390,23556,AUTOTRADER
Used 2019 Dodge Durango GT,Dodge,Durango,2019,6-Cylinder,Blue,Black,28388,27229,AUTOTRADER
Used 2021 Toyota Highlander Platinum,Toyota,Highlander,2021,6-Cylinder,Gray,Brown,32186,38294,AUTOTRADER
Used 2022 Toyota Sienna XSE,Toyota,Sienna,2022,Hybrid,Blue,Gray,18932,44838,AUTOTRADER
-,kawasaki ninja 300,"Cleveland, OH",1303987,-,-,-,-,-
Used 2019 Ford EcoSport SES,Ford,EcoSport,2019,4-Cylinder,Red,Black,43170,18851,AUTOTRADER
Used 2020 Hyundai Elantra SEL,Hyundai,Elantra,2020,4-Cylinder,Blue,Gray,36724,15964,AUTOTRADER
Certified 2020 Chevrolet Equinox LT,Chevrolet,Equinox,2020,4-Cylinder Turbo,Blue,Black,21241,21241,AUTOTRADER
Used 2021 MAZDA CX-5 Touring,MAZDA,CX-5,2021,4-Cylinder,Red,Black,19236,23994,AUTOTRADER
Used 2013 Lincoln MKZ,Lincoln,MKZ,2013,4-Cylinder Turbo,Red,Black,70274,10991,AUTOTRADER
Used 2014 Chevrolet Equinox LTZ,Chevrolet,Equinox,2014,4-Cylinder,Red,Black,94625,11529,AUTOTRADER
Used 2015 Jeep Renegade Latitude,Jeep,Renegade,2015,4-Cylinder,White,Black,41885,13128,AUTOTRADER
Used 2014 Cadillac SRX Luxury,Cadillac,SRX,2014,6-Cylinder,White,Beige,57625,13794,AUTOTRADER
Certified 2019 Chevrolet Trax LS,Chevrolet,Trax,2019,4-Cylinder Turbo,Silver,Black,45277,14149,AUTOTRADER
Used 2015 GMC Terrain Denali,GMC,Terrain,2015,4-Cylinder,Red,Black,57244,15945,AUTOTRADER
Used 2020 Hyundai Tucson SE,Hyundai,Tucson,2020,4-Cylinder,Silver,Gray,30760,17598,AUTOTRADER
Used 2019 Toyota Camry LE,Toyota,Camry,2019,4-Cylinder,Black,Black,37758,17979,AUTOTRADER
Used 2021 Chevrolet Equinox LT,Chevrolet,Equinox,2021,4-Cylinder Turbo,Silver,Black,16571,21708,AUTOTRADER
Used 2009 MAZDA MAZDA3 i Touring Value,MAZDA,MAZDA3,2009,4-Cylinder,Silver,Black,87499,7150,AUTOTRADER
Used 2013 Lexus ES 350,Lexus,ES 350,2013,6-Cylinder,Silver,Gray,109015,14900,AUTOTRADER
Used 2022 Ford EcoSport S,Ford,EcoSport,2022,4-Cylinder,Red,Gray,9354,18749,AUTOTRADER
Used 2022 Genesis GV70 2.5T,Genesis,GV70,2022,4-Cylinder Turbo,Silver,Black,13502,38970,AUTOTRADER
Used 2021 Toyota RAV4 XLE,Toyota,RAV4,2021,4-Cylinder,Gray,Black,27043,27000,AUTOTRADER
Used 2004 Audi TT 3.2,Audi,TT,2004,6-Cylinder,Red,Black,112470,7500,AUTOTRADER
Certified 2022 Kia Sportage LX,Kia,Sportage,2022,4-Cylinder,Blue,Black,16575,20877,AUTOTRADER
Used 2020 Kia Forte LXS,Kia,Forte,2020,4-Cylinder,Silver,Black,17145,15499,AUTOTRADER
Used 2018 Tesla Model 3 Long Range,Tesla,Model 3,2018,Electric,Black,White,18275,25899,AUTOTRADER
Used 2020 Jaguar F-PACE Prestige,Jaguar,F-PACE,2020,4-Cylinder Turbo,White,Black,37988,29299,AUTOTRADER
Used 2019 Hyundai Elantra SE,Hyundai,Elantra,2019,4-Cylinder,Red,Beige,45426,13974,AUTOTRADER
Certified 2021 Hyundai Santa Fe SE,Hyundai,Santa Fe,2021,4-Cylinder,Silver,Black,25130,21987,AUTOTRADER
Certified 2021 Hyundai Santa Fe SEL,Hyundai,Santa Fe,2021,4-Cylinder,Gray,Black,13745,24609,AUTOTRADER
Used 2021 Buick Envision Preferred,Buick,Envision,2021,4-Cylinder Turbo,Brown,Beige,10028,24722,AUTOTRADER
Used 2023 Honda Civic EX,Honda,Civic,2023,4-Cylinder Turbo,Offwhite,,12774,26321,AUTOTRADER
Used 2013 Toyota Prius One,Toyota,Prius,2013,Hybrid,Silver,Gray,71838,13722,AUTOTRADER
Used 2017 Honda Pilot EX-L,Honda,Pilot,2017,6-Cylinder,White,Gray,64983,23150,AUTOTRADER
Used 2022 Ford F150 XL,Ford,F150,2022,6-Cylinder,White,Black,6310,38160,AUTOTRADER
Used 2011 Honda Accord EX-L,Honda,Accord,2011,4-Cylinder,Red,Offwhite,117140,10542,AUTOTRADER
Used 2014 Subaru Forester 2.5i,Subaru,Forester,2014,4-Cylinder,Blue,Gray,89706,10794,AUTOTRADER
Used 2019 Ford EcoSport SE,Ford,EcoSport,2019,3-Cylinder Turbo,Blue,Black,72929,12364,AUTOTRADER
Used 2014 Chevrolet Impala LT,Chevrolet,Impala,2014,6-Cylinder,Unavail,Black,80784,13277,AUTOTRADER
Used 2015 Chevrolet Impala LTZ,Chevrolet,Impala,2015,6-Cylinder,Silver,Brown,89557,14738,AUTOTRADER
Used 2014 Jeep Grand Cherokee Limited,Jeep,Grand Cherokee,2014,6-Cylinder,Silver,Black,77978,15753,AUTOTRADER
Used 2016 MAZDA MAZDA6 Grand Touring,MAZDA,MAZDA6,2016,4-Cylinder,Blue,Black,54808,15896,AUTOTRADER
Used 2013 Dodge Challenger SXT,Dodge,Challenger,2013,6-Cylinder,Gray,Gray,42217,15960,AUTOTRADER
Certified 2020 Chevrolet Blazer LT,Chevrolet,Blazer,2020,4-Cylinder,Black,Black,41072,22147,AUTOTRADER
Certified 2020 Chevrolet Blazer LT,Chevrolet,Blazer,2020,6-Cylinder,Blue,Black,33003,22653,AUTOTRADER
Used 2023 Cadillac XT5 Luxury,Cadillac,XT5,2023,4-Cylinder Turbo,Silver,Black,8835,36997,AUTOTRADER
Certified 2021 Chevrolet Equinox LT,Chevrolet,Equinox,2021,4-Cylinder Turbo,Blue,Black,28629,21251,AUTOTRADER
Used 2021 Honda CR-V EX-L,Honda,CR-V,2021,4-Cylinder Turbo,Red,Gray,43040,26500,AUTOTRADER
Used 2023 Honda Pilot EX-L,Honda,Pilot,2023,6-Cylinder,Black,Black,9880,41272,AUTOTRADER
Used 2018 Honda Accord Touring,Honda,Accord,2018,4-Cylinder Turbo,Offwhite,Gray,57737,22592,AUTOTRADER
Certified 2021 MAZDA CX-30 AWD 2.5 S,MAZDA,CX-30,2021,4-Cylinder,White,Black,32079,19395,AUTOTRADER
Used 2021 MAZDA CX-30 AWD 2.5 S,MAZDA,CX-30,2021,4-Cylinder,White,Black,12763,20895,AUTOTRADER
Certified 2021 MAZDA CX-5 Sport,MAZDA,CX-5,2021,4-Cylinder,Black,Black,19039,21995,AUTOTRADER
Certified 2022 MAZDA CX-5 AWD 2.5 S,MAZDA,CX-5,2022,4-Cylinder,Black,Black,18971,25595,AUTOTRADER
Certified 2022 MAZDA CX-5 AWD 2.5 S,MAZDA,CX-5,2022,4-Cylinder,Blue,Black,19278,25695,AUTOTRADER
Certified 2022 MAZDA CX-5 AWD 2.5 S,MAZDA,CX-5,2022,4-Cylinder,White,Black,10171,25995,AUTOTRADER
Used 2020 Mercedes-Benz GLE 350 4MATIC,Mercedes-Benz,GLE 350,2020,4-Cylinder Turbo,Blue,Beige,46429,36495,AUTOTRADER
Used 2020 Chevrolet Equinox LS,Chevrolet,Equinox,2020,4-Cylinder Turbo,Silver,Gray,27390,17799,AUTOTRADER
Certified 2021 Honda Civic LX,Honda,Civic,2021,4-Cylinder,Blue,Gray,2816,20640,AUTOTRADER
Used 2021 Chevrolet Blazer LT,Chevrolet,Blazer,2021,6-Cylinder,Black,Black,20037,23749,AUTOTRADER
Used 2020 Cadillac XT5 Premium Luxury,Cadillac,XT5,2020,6-Cylinder,Unavail,Black,30652,27249,AUTOTRADER
Used 2021 Chevrolet Trax LS,Chevrolet,Trax,2021,4-Cylinder Turbo,Burgundy,Black,7324,18267,AUTOTRADER
Certified 2020 Kia Soul GT-Line Turbo,Kia,Soul,2020,4-Cylinder Turbo,Red,Black,36388,19746,AUTOTRADER
Used 2021 Chevrolet Trax LT,Chevrolet,Trax,2021,4-Cylinder Turbo,Burgundy,Black,10673,20001,AUTOTRADER
Used 2021 Kia Seltos LX,Kia,Seltos,2021,4-Cylinder,Gray,Black,15877,20303,AUTOTRADER
Used 2022 Kia Sportage LX,Kia,Sportage,2022,4-Cylinder,Black,Black,7165,21829,AUTOTRADER
Certified 2021 Kia Sportage SX,Kia,Sportage,2021,4-Cylinder Turbo,Blue,Black,10023,26244,AUTOTRADER
